Track Name,Artists,Album,Duration (ms),Popularity,Track URL
Heal the World,Michael Jackson,Dangerous,384306,73,https://open.spotify.com/track/7woW97CfcWaKtuC6W5BP2K
You Shook Me All Night Long,AC/DC,Back In Black,210173,85,https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo
Animal Instinct,The Cranberries,Bury The Hatchet,211066,69,https://open.spotify.com/track/3J58Ccc5iTbCRnYx2xjo6d
YMCA - Original Version 1978,Village People,YMCA,286800,74,https://open.spotify.com/track/54OR1VDpfkBuOY5zZjhZAY
Daddy Cool,Boney M.,Daddy Cool,206093,56,https://open.spotify.com/track/702Xo5V8OhlY2cQEczCT2j
Smoke on the Water,Deep Purple,Machine Head,342173,67,https://open.spotify.com/track/5SAUIWdZ04OxYfJFDchC7S
Creep,Radiohead,Pablo Honey,238640,93,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r
Ma Baker,Boney M.,The Best Year Of My Life: 1977,275066,0,https://open.spotify.com/track/4SMVEIfMusETeLhl7ptFUh
Yesterday Once More,Carpenters,Now & Then (Reissue),233533,72,https://open.spotify.com/track/3wM6RTAnF7IQpMFd7b9ZcL
Summer Breeze,Seals and Crofts,Seals & Crofts' Greatest Hits,205480,69,https://open.spotify.com/track/01UYpHuzHi4eB9PAbDoPY2
You Give Love A Bad Name,Bon Jovi,Slippery When Wet,222706,80,https://open.spotify.com/track/0rmGAIH9LNJewFw7nKzZnc
Black or White,Michael Jackson,Dangerous,254933,73,https://open.spotify.com/track/7EsjkelQuoUlJXEw7SeVV4
I Will Always Love You - Film Version,Whitney Houston,I Wish You Love: More From The Bodyguard,274693,58,https://open.spotify.com/track/6XQz4HwNIQZ652JFa7putY
Life for Rent,Dido,Life For Rent,221053,65,https://open.spotify.com/track/7nYS7mmZh0K8EbM8DBRwb9
Last Nite,The Strokes,Is This It,193506,76,https://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA
Suspicious Minds,Elvis Presley,The Best of The '68 Comeback Special (Live),261026,48,https://open.spotify.com/track/4BZ4zs8i0h0fpVuXHsZl8R
Stairway to Heaven,Far Corporation,Produced by: Frank Farian,237746,29,https://open.spotify.com/track/2zmrOL2iN02b4Aj9jSw4Aw
Highway to Hell,AC/DC,Highway to Hell,208400,88,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s
By Your Side,Sade,Lovers Rock,274933,75,https://open.spotify.com/track/7H3ojI1BsVy0dEJENqMt1k
We Will Rock You - Remastered 2011,Queen,News Of The World (Deluxe Remastered Version),122066,72,https://open.spotify.com/track/54flyrjcdnQdco7300avMJ
Back In Black,AC/DC,Back In Black,255493,87,https://open.spotify.com/track/08mG3Y1vljYA6bvDt4Wqkj
Woman - Remastered 2010,John Lennon,Double Fantasy,212933,64,https://open.spotify.com/track/1BrbXIJ7b161oQ0PfC0K32
Sweet Home Alabama,Lynyrd Skynyrd,Second Helping (Expanded Edition),283800,87,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg
"Have You Ever Really Loved A Woman? - From ""Don Juan DeMarco"" Soundtrack",Bryan Adams,18 Til I Die,291666,76,https://open.spotify.com/track/32Gf5A7Hr8RdgggXG0Fdks
Rasputin,Boney M.,Daddy Cool,220666,72,https://open.spotify.com/track/5lWSa1rmuSL6OBPOnkAqoa
Dirty Deeds Done Dirt Cheap,AC/DC,Dirty Deeds Done Dirt Cheap,231933,78,https://open.spotify.com/track/2d4e45fmUnguxh6yqC7gNT
Lay All Your Love On Me,ABBA,Super Trouper,274466,81,https://open.spotify.com/track/4euAGZTszWPrriggYK0HG9
Enter Sandman,Metallica,Metallica,331573,10,https://open.spotify.com/track/5BIMPccDwShpXq784RJlJp
Paradise City,Guns N' Roses,Appetite For Destruction,405640,14,https://open.spotify.com/track/3YBZIN3rekqsKxbJc9FZko
Sultans of Swing,Dire Straits,Dire Straits,348760,76,https://open.spotify.com/track/6cr6UDpkjEaMQ80OjWqEBQ
Smooth Criminal - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,257760,76,https://open.spotify.com/track/2bCQHF9gdG5BNDVuEIEnNk
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,Scatman's World,215973,74,https://open.spotify.com/track/623rRTKwGmgjH6sjE9uWLh
How Deep Is Your Love,Bee Gees,Greatest,245200,83,https://open.spotify.com/track/2JoZzpdeP2G6Csfdq5aLXP
Fast Car,Tracy Chapman,Tracy Chapman,296800,84,https://open.spotify.com/track/2M9ro2krNb7nr7HSprkEgo
Fast Car - Live,Tracy Chapman,Released! - The Struggle Continues 1998 (Live),346546,0,https://open.spotify.com/track/62wVZ7XkwUzNigATcKyEwQ
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,273480,87,https://open.spotify.com/track/0G21yYKMZoHa30cYVi1iA8
Karma Police,Radiohead,OK Computer,264066,84,https://open.spotify.com/track/63OQupATfueTdZMWTxW03A
Otherside,Red Hot Chili Peppers,Californication (Deluxe Edition),255373,86,https://open.spotify.com/track/64BbK9SFKH2jk86U3dGj2P
The Way You Make Me Feel - 2012 Remaster,Michael Jackson,Bad 25th Anniversary,298120,73,https://open.spotify.com/track/0sKlV58cODrjxGFOyf9IXY
Neon,John Mayer,Room For Squares,262106,60,https://open.spotify.com/track/7Kohy4v3KLWfUXlv9N3feB
Hello,Lionel Richie,Can't Slow Down,246933,72,https://open.spotify.com/track/6HMvJcdw6qLsyV1b5x29sa
Iris,The Goo Goo Dolls,Dizzy up the Girl,289533,94,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
All By Myself,Eric Carmen,Eric Carmen,430000,67,https://open.spotify.com/track/0AQqrtK1pULuwZUXhwaaDz
As Long as You Love Me,Backstreet Boys,Backstreet Boys,214333,0,https://open.spotify.com/track/1qMTqzU9Uy8z7EzzaiwgsD
Slow Dancing in a Burning Room,John Mayer,Continuum,242000,78,https://open.spotify.com/track/2jdAk8ATWIL3dwT47XpRfu
Night Life,Thin Lizzy,Nightlife (Deluxe Edition),236653,18,https://open.spotify.com/track/2O76fYW9szAULiieQZl0Zp
Here Without You,3 Doors Down,Away From The Sun,238733,82,https://open.spotify.com/track/3NLrRZoMF0Lx6zTlYqeIo4
Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,Voulez-Vous,292613,85,https://open.spotify.com/track/3vkQ5DAB1qQMYO4Mr9zJN6
Knockin' On Heaven's Door,Guns N' Roses,Use Your Illusion II,336000,84,https://open.spotify.com/track/4JiEyzf0Md7KEFFGWDDdCr
Toxicity,System Of A Down,Toxicity,218933,88,https://open.spotify.com/track/0snQkGI5qnAmohLE7jTsTn
Livin' On A Prayer,Bon Jovi,Slippery When Wet,249293,84,https://open.spotify.com/track/37ZJ0p5Jm13JPevGcx4SkF
It's My Life,Bon Jovi,Crush,224493,84,https://open.spotify.com/track/0v1XpBHnsbkCn7iJ9Ucr1l
Eye of the Tiger,Survivor,Eye Of The Tiger,243773,81,https://open.spotify.com/track/2HHtWyy5CgaQbC7XSoOb0e
We Are The Champions - Remastered 2011,Queen,News Of The World (2011 Remaster),179200,78,https://open.spotify.com/track/1lCRw5FEZ1gPDNPzy1K4zW
Dancing Queen,ABBA,Arrival,230400,88,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr
Walk Of Life,Dire Straits,Brothers In Arms,249960,5,https://open.spotify.com/track/3Ud6fFep5ZlXzRWw6Sm8no
Wind Of Change,Scorpions,Crazy World,312360,84,https://open.spotify.com/track/3ovjw5HZZv43SxTwApooCM
One More Night - 2016 Remaster,Phil Collins,No Jacket Required (2016 Remaster),288973,74,https://open.spotify.com/track/6fkvIT9KFKxO8poBeKfaEf
Hallowed Be Thy Name - 2015 Remaster,Iron Maiden,The Number of the Beast (2015 Remaster),431093,71,https://open.spotify.com/track/469rBLYJUZHMJLtq2Wch3h
Nothing's Gonna Stop Us Now,Starship,No Protection,270333,85,https://open.spotify.com/track/3X7uFMzJrEE0sxn62qd8Ch
